X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas
37,199,1430612,1430780,14069,675,452,1642086,26,141,1400,0,1,40,0.0529,0.4831,0.9643,0.1157,0.24,0.3717,1.0,4.1483,2.2095,2.2253,0.0357,-0.0882,1.0
220,229,3094414,3094424,54,10,10,6091,104,124,1692,0,1,70,0.26,0.4,0.9,0.0053,0.9,1.0,1.0,1.7324,0.9542,1.0,0.1,-0.1188,0.1954
1300,1308,3976070,3976080,57,11,10,6396,97,126,1650,1,0,70,0.4146,0.2875,0.8,0.0049,0.7273,1.0,1.0,1.7559,0.9031,1.0,0.2,-0.1234,0.1852
39,193,519483,519540,5852,205,117,608466,42,126,1356,0,1,40,0.0575,0.3333,0.3701,0.1136,0.7512,0.4872,0.0,3.7673,2.1875,1.7559,-0.6299,-0.1877,1.0
43,176,366881,366932,4048,178,96,421512,50,126,1360,0,1,40,0.0632,0.4032,0.3835,0.0978,0.7472,0.5313,0.0,3.6072,2.1239,1.7076,-0.6165,-0.1865,1.0
147,180,2765714,2765730,251,41,25,30451,115,132,1358,0,1,40,0.2165,0.5246,0.4848,0.0243,0.8049,0.64,0.0,2.3997,1.5185,1.2041,-0.5152,-0.0522,0.8183
39,175,409491,409539,3920,166,88,407163,45,125,1360,0,1,40,0.0573,0.3995,0.3529,0.1,0.8193,0.5454,0.0,3.5933,2.1335,1.6812,-0.6471,-0.1885,1.0
614,622,2215716,2215730,68,13,14,7990,109,133,1364,0,1,100,0.9003,0.3929,0.5714,0.0059,0.6154,1.0,1.0,1.8325,0.9031,1.1461,0.4286,-0.082,0.2195
1057,1069,114430,114444,114,21,14,12693,90,140,1362,0,1,185,0.4302,0.3214,0.8571,0.0088,0.5714,1.0,1.0,2.0569,1.0792,1.1461,0.1429,-0.1301,0.2901
217,225,199985,200008,117,19,24,16891,135,156,1353,0,1,100,0.3208,0.3641,0.3478,0.0059,0.4211,0.9583,1.0,2.0682,0.9031,1.3617,0.6522,0.1279,0.3125
534,545,756916,756929,78,20,13,10621,129,148,1364,1,0,70,0.783,0.4545,0.8461,0.0081,0.55,1.0,1.0,1.8921,1.0414,1.1139,0.1539,0.0638,0.257
41,198,622372,622437,6277,192,109,651641,43,125,1358,0,1,40,0.0604,0.3849,0.414,0.1156,0.8177,0.5963,0.0,3.7977,2.1959,1.8129,-0.586,-0.189,1.0
39,196,441418,441483,6213,210,123,649441,55,124,1356,0,1,40,0.0575,0.3912,0.414,0.1158,0.7476,0.5285,0.0,3.7933,2.1959,1.8129,-0.586,-0.1834,1.0
853,872,135196,135298,892,59,104,181730,68,236,1387,0,1,40,0.7426,0.5397,0.1863,0.0137,0.322,0.9808,1.0,2.9504,1.2787,2.0086,0.8137,0.5917,1.0
41,192,1672082,1672228,11089,593,354,1270726,31,143,1402,0,1,40,0.0585,0.497,0.9669,0.1077,0.2546,0.4124,0.0,4.0449,2.179,2.1644,-0.0331,-0.1047,1.0
39,216,2797592,2797652,5846,323,149,608295,44,127,1358,0,1,40,0.0574,0.4495,0.339,0.1303,0.548,0.4027,0.0,3.7669,2.248,1.7781,-0.661,-0.1871,1.0
655,672,4212846,4212863,210,18,17,20438,48,126,1650,1,0,69,0.7939,0.2734,1.0,0.0103,0.9444,1.0,0.5,2.3222,1.2305,1.2305,0.0,-0.2397,0.4779
619,659,1292098,1292100,60,40,4,7750,102,164,1690,1,0,70,0.7325,0.25,0.05,0.0237,1.0,0.5,0.0,1.7781,1.6021,0.301,-0.95,0.0091,0.1852
1,16,55572,55629,370,48,62,39293,27,119,1353,0,1,120,0.0015,0.5673,0.2632,0.0111,0.3125,0.9194,1.0,2.5682,1.1761,1.7559,0.7368,-0.1703,0.9755
46,178,189330,189384,4130,197,98,432500,37,132,1360,0,1,40,0.0676,0.4206,0.4091,0.0971,0.6701,0.551,0.0,3.616,2.1206,1.7324,-0.5909,-0.1819,1.0
39,219,1516553,1516628,6999,285,165,732196,43,126,1358,0,1,40,0.0574,0.4816,0.4167,0.1326,0.6316,0.4545,0.0,3.845,2.2553,1.8751,-0.5833,-0.1827,1.0
9,18,143523,143544,125,14,21,13987,97,141,1687,0,1,200,0.0107,0.3386,0.4286,0.0053,0.6429,1.0,1.0,2.0969,0.9542,1.3222,0.5714,-0.1258,0.3197
108,117,80480,80500,105,17,21,16675,151,172,1353,0,1,100,0.1596,0.4167,0.45,0.0066,0.5294,0.9524,1.0,2.0212,0.9542,1.301,0.55,0.2407,0.3068
39,214,1992062,1992137,6998,280,143,724819,43,124,1358,0,1,40,0.0574,0.4668,0.4286,0.1289,0.625,0.5245,0.0,3.845,2.243,1.8751,-0.5714,-0.1908,1.0
51,172,320720,320767,3671,175,89,379850,46,124,1360,0,1,40,0.075,0.3545,0.3884,0.089,0.6914,0.5281,0.0,3.5648,2.0828,1.6721,-0.6116,-0.1916,1.0
1258,1270,422864,422886,184,21,24,16987,85,103,1353,0,1,70,0.1227,0.303,0.5454,0.0089,0.5714,0.9167,1.0,2.2648,1.0792,1.3424,0.4545,-0.2787,0.4366
1,250,115072,115195,15650,943,539,1732196,23,140,1378,0,1,40,0.0014,0.489,0.494,0.1807,0.2641,0.2282,0.0,4.1945,2.3962,2.0899,-0.506,-0.1353,1.0
41,222,1018714,1018885,16220,780,453,1877827,19,141,1400,0,1,40,0.0586,0.476,0.9448,0.1293,0.2321,0.3775,0.0,4.2101,2.2577,2.233,-0.0553,-0.0955,1.0
15,31,991553,991569,151,21,18,16849,104,119,1387,0,1,40,0.0216,0.4102,1.0,0.0115,0.7619,0.8889,0.5,2.179,1.2041,1.2041,0.0,-0.1283,0.4235
254,299,65006,65100,1695,145,133,159918,80,108,1692,0,1,300,0.3002,0.5993,0.4787,0.0266,0.3103,0.7068,1.0,3.2292,1.6532,1.9731,0.5213,-0.2629,1.0
39,216,1693992,1694059,6679,288,156,691010,36,124,1358,0,1,40,0.0574,0.4368,0.3785,0.1303,0.6146,0.4295,0.0,3.8247,2.248,1.8261,-0.6215,-0.1917,1.0
1075,1084,385913,385922,54,12,10,6634,114,133,1366,0,1,185,0.4129,0.3333,1.0,0.0066,0.75,0.9,0.5,1.7324,0.9542,0.9542,0.0,-0.0402,0.1862
113,153,310621,310797,2281,365,268,287273,113,143,1394,0,1,220,0.1621,0.676,0.2273,0.0287,0.1096,0.6567,1.0,3.3581,1.6021,2.2455,0.7727,-0.0161,1.0
39,72,1338367,1338402,677,114,79,86417,120,140,1400,0,1,40,0.0557,0.4139,0.9429,0.0236,0.2895,0.443,1.0,2.8306,1.5185,1.5441,0.0571,-0.0028,0.9966
1020,1034,720705,720720,103,24,17,13577,125,142,1372,0,1,40,0.4927,0.5095,0.9333,0.0102,0.5833,0.8824,1.0,2.0128,1.1461,1.1761,0.0667,0.0298,0.3509
983,1005,895625,895642,102,42,22,12942,114,141,1694,1,0,143,0.8135,0.7273,0.7727,0.013,0.5238,0.7727,0.0,2.0086,1.3424,1.2305,-0.2273,-0.0087,0.6173
640,650,629605,629613,64,12,8,7197,91,134,1656,1,0,80,0.7729,0.2,0.8,0.006,0.8333,1.0,0.0,1.8062,1.0,0.9031,-0.2,-0.1215,0.1852
56,90,173070,173236,2691,204,209,275133,89,124,1356,0,1,200,0.0826,0.5232,0.2048,0.0251,0.1667,0.7943,1.0,3.4299,1.5315,2.2201,0.7952,-0.2012,1.0
1129,1137,1207379,1207406,101,27,27,11776,104,133,1694,0,1,70,0.6576,0.5324,0.2963,0.0047,0.2963,1.0,1.0,2.0043,0.9031,1.4314,0.7037,-0.0891,0.3601
1448,1468,5281659,5281668,83,26,13,10583,115,143,1650,1,0,69,0.2206,0.5389,0.45,0.0121,0.7692,0.6923,0.0,1.9191,1.301,0.9542,-0.55,-0.0039,0.3068
196,209,652754,652766,54,22,22,6470,110,129,1467,1,0,100,0.2672,0.6539,0.9231,0.0089,0.5909,0.5454,0.0,1.7324,1.1139,1.0792,-0.0769,-0.064,0.2739
41,212,1309877,1310041,11271,664,396,1297285,27,141,1402,0,1,40,0.0585,0.5981,0.9591,0.122,0.2575,0.4141,0.0,4.052,2.233,2.2148,-0.0409,-0.1008,1.0
1087,1119,80993,80996,64,32,7,9247,92,190,1692,1,0,70,0.6773,0.3333,0.0938,0.0189,1.0,0.4286,0.0,1.8062,1.5051,0.4771,-0.9063,0.1288,0.2018
41,211,2041748,2041815,6499,263,137,676562,43,125,1356,0,1,40,0.0605,0.4294,0.3941,0.1254,0.6464,0.4891,0.0,3.8128,2.2304,1.8261,-0.6059,-0.1867,1.0
1538,1549,789340,789352,100,13,12,9458,77,110,1652,1,0,80,0.1247,0.2424,0.9167,0.0067,0.8461,1.0,1.0,2.0,1.0414,1.0792,0.0833,-0.2611,0.2432
41,221,1228221,1228359,11348,595,357,1302540,27,143,1400,0,1,40,0.0586,0.5432,0.7667,0.1286,0.3025,0.3866,0.0,4.0549,2.2553,2.1399,-0.2333,-0.1033,1.0
41,198,633023,633082,6008,200,112,622760,45,125,1360,0,1,40,0.0603,0.3514,0.3758,0.1154,0.785,0.5268,0.0,3.7787,2.1959,1.7708,-0.6242,-0.1902,1.0
742,753,311416,311420,35,13,7,4538,118,140,1658,1,0,143,0.895,0.2045,0.3636,0.0066,0.8461,0.5714,0.0,1.5441,1.0414,0.6021,-0.6364,0.013,0.1517
39,46,1135364,1135377,52,13,13,5448,87,126,1688,1,0,60,0.0462,0.4286,0.5385,0.0041,0.5385,1.0,1.0,1.716,0.8451,1.1139,0.4615,-0.1815,0.1965
1677,1688,2086458,2086470,81,14,12,4712,14,87,1692,1,0,70,0.0047,0.3864,0.9167,0.0065,0.7857,1.0,1.0,1.9085,1.0414,1.0792,0.0833,-0.5455,0.2432
300,312,1430061,1430075,83,15,14,9956,101,134,1652,1,0,70,0.3632,0.5059,0.8571,0.0073,0.8,1.0,1.0,1.9191,1.0792,1.1461,0.1429,-0.0629,0.2901
39,216,2662735,2662807,6664,328,172,690169,33,124,1358,0,1,40,0.0574,0.4771,0.4068,0.1303,0.5396,0.4186,0.0,3.8237,2.248,1.8573,-0.5932,-0.1909,1.0
21,47,2867489,2867513,281,43,28,31838,104,126,1362,0,1,40,0.0308,0.5497,0.9231,0.0191,0.6047,0.8571,0.0,2.4487,1.415,1.3802,-0.0769,-0.1148,0.8952
507,517,399348,399363,116,10,15,11910,75,123,1687,1,0,80,0.6011,0.2267,0.6667,0.0059,1.0,1.0,1.0,2.0645,1.0,1.1761,0.3333,-0.1979,0.266
619,628,1126672,1126680,59,12,8,6638,95,127,1696,0,1,60,0.73,0.1806,0.8889,0.0053,0.75,1.0,0.0,1.7708,0.9542,0.9031,-0.1111,-0.121,0.1773
1220,1228,270702,270711,70,8,9,11255,143,174,1387,0,1,40,0.2293,0.0278,0.8889,0.0058,1.0,1.0,1.0,1.8451,0.9031,0.9542,0.1111,0.2561,0.1773
16,32,21104,21135,225,51,57,33183,133,165,1353,0,1,100,0.0236,0.5464,0.5161,0.0118,0.3137,0.5439,1.0,2.3522,1.2041,1.4914,0.4839,0.1522,0.7844
1240,1252,127346,127368,155,25,28,24156,145,167,1353,0,1,100,0.1493,0.4129,0.5454,0.0089,0.48,0.7857,1.0,2.1903,1.0792,1.3424,0.4545,0.2175,0.4366
1587,1602,211409,211458,323,51,53,33607,88,119,1692,0,1,300,0.1064,0.5605,0.3061,0.0089,0.2941,0.9245,1.0,2.5092,1.1761,1.6902,0.6939,-0.1871,0.9471
844,868,71768,71798,360,52,48,45627,113,141,1687,0,1,200,0.971,0.5,0.8,0.0142,0.4615,0.625,1.0,2.5563,1.3802,1.4771,0.2,-0.0098,0.9419
1331,1344,397980,398111,788,67,137,65200,61,96,1353,0,1,70,0.0133,0.5373,0.0992,0.0096,0.194,0.9562,1.0,2.8965,1.1139,2.1173,0.9008,-0.3536,0.9999
1032,1046,404761,404774,111,24,17,14697,118,143,1690,1,0,150,0.7621,0.3901,0.9286,0.0083,0.5833,0.7647,0.0,2.0453,1.1461,1.1139,-0.0714,0.0344,0.3097
79,217,7307739,7307792,4417,176,89,477354,68,127,1358,0,1,40,0.1164,0.3961,0.3841,0.1016,0.7841,0.5955,0.0,3.6451,2.1399,1.7243,-0.6159,-0.1557,1.0
41,211,1626575,1626636,5706,266,139,590664,43,124,1356,0,1,40,0.0605,0.4498,0.3588,0.1254,0.6391,0.4388,0.0,3.7563,2.2304,1.7853,-0.6412,-0.1913,1.0
51,76,185988,186088,1126,88,115,118631,93,119,1360,0,1,200,0.075,0.5496,0.25,0.0184,0.2841,0.8696,1.0,3.0515,1.3979,2.0,0.75,-0.1769,1.0
607,611,210504,210509,18,4,5,2034,102,124,1694,1,0,100,0.7167,0.1,0.8,0.0024,1.0,1.0,1.0,1.2553,0.6021,0.699,0.2,-0.1172,0.1322
1362,1378,821437,821450,140,18,20,16070,103,126,1387,0,1,40,0.013,0.3269,0.8125,0.0115,0.8889,0.65,0.0,2.1461,1.2041,1.1139,-0.1875,-0.1032,0.3479
1109,1134,219220,219230,116,33,32,18402,150,172,1353,0,1,100,0.3237,0.536,0.4,0.0185,0.7576,0.3125,0.0,2.0645,1.3979,1.0,-0.6,0.2394,0.4138
225,346,130372,130421,3228,166,89,260241,38,103,1670,0,1,40,0.2695,0.4556,0.405,0.0725,0.7289,0.5506,0.0,3.5089,2.0828,1.6902,-0.595,-0.3702,1.0
84,214,7261606,7261658,4080,188,91,435821,64,127,1358,0,1,40,0.1237,0.3965,0.4,0.0957,0.6915,0.5714,0.0,3.6107,2.1139,1.716,-0.6,-0.1655,1.0
41,218,897989,898132,14949,720,469,1734628,27,142,1400,0,1,40,0.0586,0.4094,0.8079,0.1264,0.2458,0.3049,0.0,4.1746,2.248,2.1553,-0.1921,-0.0935,1.0
23,32,893638,893649,63,10,11,7769,111,140,1350,0,1,40,0.0341,0.3636,0.8182,0.0067,0.9,1.0,1.0,1.7993,0.9542,1.0414,0.1818,-0.0366,0.2051
867,887,681373,681396,236,52,32,28625,112,133,1364,0,1,50,0.6994,0.487,0.8696,0.0147,0.3846,0.7188,1.0,2.3729,1.301,1.3617,0.1304,-0.0524,0.7411
1244,1251,81220,81232,42,12,15,7658,175,190,1353,0,1,200,0.1508,0.5,0.5833,0.0052,0.5833,0.8,1.0,1.6233,0.8451,1.0792,0.4167,0.4245,0.1892
123,132,785268,785285,78,15,17,11382,129,157,1658,1,0,143,0.1484,0.4902,0.5294,0.0054,0.6,1.0,1.0,1.8921,0.9542,1.2305,0.4706,0.14,0.2699
41,211,1484624,1484688,6337,344,174,654684,41,127,1358,0,1,40,0.0604,0.4176,0.3765,0.1252,0.4942,0.3678,0.0,3.8019,2.2304,1.8062,-0.6235,-0.1929,1.0
1508,1550,1791800,1791803,92,42,15,10838,72,198,1690,1,0,70,0.1657,0.2698,0.0714,0.0248,1.0,0.2,0.0,1.9638,1.6233,0.4771,-0.9286,-0.0796,0.2359
126,163,544375,544389,200,50,30,24389,114,134,1358,0,1,40,0.1856,0.6139,0.3784,0.0272,0.74,0.4667,0.0,2.301,1.5682,1.1461,-0.6216,-0.0473,0.8082
1138,1157,240466,240480,146,25,18,16579,105,127,1356,0,1,40,0.2935,0.4511,0.7368,0.014,0.76,0.7778,0.0,2.1644,1.2787,1.1461,-0.2632,-0.1129,0.4399
864,893,707122,707137,238,56,31,30361,118,140,1364,0,1,50,0.6906,0.4529,0.5172,0.0213,0.5179,0.4839,0.0,2.3766,1.4624,1.1761,-0.4828,-0.0034,0.7079
1379,1396,2128940,2128956,126,33,22,16498,116,148,1666,1,0,100,0.3241,0.5368,0.9412,0.0102,0.5152,0.7273,0.0,2.1004,1.2305,1.2041,-0.0588,0.0229,0.4498
213,227,9496251,9496258,56,16,8,7105,118,140,1360,1,0,100,0.3132,0.4286,0.5,0.0103,0.875,0.875,0.0,1.7482,1.1461,0.8451,-0.5,-0.0088,0.204
39,212,862475,862693,17357,794,495,2034432,27,142,1400,0,1,40,0.0557,0.5398,0.7936,0.1236,0.2179,0.4404,1.0,4.2395,2.238,2.3385,0.2064,-0.0843,1.0
6,14,393457,393488,196,11,31,22532,97,134,1687,0,1,200,0.0071,0.2097,0.2581,0.0047,0.7273,1.0,1.0,2.2923,0.9031,1.4914,0.7419,-0.1019,0.4106
789,797,54896,54905,55,10,9,6216,100,132,1362,0,1,175,0.8297,0.2361,0.8889,0.0059,0.8,1.0,1.0,1.7404,0.9031,0.9542,0.1111,-0.117,0.1773
121,148,373848,373861,149,49,29,19691,122,143,1360,0,1,40,0.1779,0.5755,0.4815,0.0199,0.551,0.4483,0.0,2.1732,1.4314,1.1139,-0.5185,0.0325,0.5805
39,192,1469673,1469845,13946,589,406,1635177,33,142,1402,0,1,40,0.0556,0.4701,0.8895,0.1091,0.2598,0.4236,1.0,4.1445,2.1847,2.2355,0.1105,-0.084,1.0
1137,1154,2265683,2265692,77,25,16,8170,95,119,1356,1,0,80,0.2979,0.4967,0.5294,0.0125,0.68,0.5625,0.0,1.8865,1.2305,0.9542,-0.4706,-0.1711,0.2699
9,14,1672180,1672222,128,12,42,11931,75,118,1373,0,1,40,0.0131,0.3905,0.1191,0.0036,0.4167,1.0,1.0,2.1072,0.699,1.6233,0.8809,-0.2718,0.3509
620,637,2020002,2020117,695,99,117,88065,111,141,1364,0,1,100,0.9091,0.6445,0.1478,0.0125,0.1717,0.9829,1.0,2.842,1.2305,2.0607,0.8522,-0.0101,1.0
71,95,2394841,2394907,624,72,67,61079,85,118,1356,1,0,70,0.1047,0.6061,0.3636,0.0177,0.3333,0.9851,1.0,2.7952,1.3802,1.8195,0.6364,-0.2353,0.9998
435,729,4737382,4737394,1851,304,87,201109,91,132,1352,1,0,100,0.6435,0.4753,0.0408,0.2175,0.9671,0.1379,0.0,3.2674,2.4683,1.0792,-0.9592,-0.1512,1.0
35,75,2412964,2412966,65,40,3,8355,85,165,1688,1,0,70,0.0415,0.1875,0.05,0.0237,1.0,0.6667,0.0,1.8129,1.6021,0.301,-0.95,0.0042,0.1852
1279,1288,435870,435883,96,9,13,14369,128,164,1387,0,1,40,0.1427,0.1795,0.6923,0.0065,1.0,1.0,1.0,1.9823,0.9542,1.1139,0.3077,0.1693,0.2253
39,211,2212076,2212144,6249,263,137,649801,39,124,1358,0,1,40,0.0574,0.4657,0.3954,0.1267,0.654,0.4963,0.0,3.7958,2.2355,1.8325,-0.6047,-0.1876,1.0
43,218,2087881,2087946,6515,222,104,683149,39,127,1358,0,1,40,0.0633,0.4272,0.3714,0.1289,0.7883,0.625,0.0,3.8139,2.243,1.8129,-0.6286,-0.1808,1.0
519,528,14524,14551,160,22,29,12173,70,86,1394,0,1,220,0.7446,0.3416,0.3333,0.0065,0.4091,0.931,1.0,2.2041,0.9542,1.4314,0.6667,-0.4056,0.4025
1059,1069,117715,117724,76,10,9,15483,195,213,1387,0,1,40,0.4585,0.1556,0.9,0.0072,1.0,1.0,0.0,1.8808,1.0,0.9542,-0.1,0.5916,0.1954
41,181,2542022,2542072,4635,226,128,491662,38,127,1400,0,1,40,0.0586,0.3379,0.3571,0.1,0.6195,0.3906,0.0,3.666,2.1461,1.699,-0.6429,-0.1713,1.0
25,33,3277804,3277821,91,15,17,10957,105,141,1658,1,0,100,0.0302,0.3309,0.4706,0.0048,0.5333,1.0,1.0,1.959,0.9031,1.2305,0.5294,-0.0593,0.2482
996,1015,28972,28984,128,29,16,13352,96,116,1358,0,1,40,0.5052,0.4386,0.6316,0.014,0.6552,0.75,0.0,2.1072,1.2787,1.0792,-0.3684,-0.1851,0.3787
1505,1525,4373281,4373312,456,32,31,49848,92,124,1668,0,1,40,0.1715,0.2645,0.6452,0.012,0.625,1.0,1.0,2.659,1.301,1.4914,0.3548,-0.146,0.8927
141,148,236266,236280,60,8,14,11189,178,198,1387,0,1,40,0.2033,0.3878,0.5,0.005,0.875,1.0,1.0,1.7781,0.8451,1.1461,0.5,0.4569,0.204
39,192,1831860,1832017,11809,621,400,1367596,36,141,1400,0,1,40,0.0557,0.5084,0.9745,0.1093,0.2464,0.3925,1.0,4.0722,2.1847,2.1959,0.0255,-0.0952,1.0
1246,1267,260406,260425,235,36,23,23782,87,119,1356,0,1,40,0.1313,0.411,0.9048,0.0155,0.5833,0.8261,0.0,2.3711,1.3222,1.2787,-0.0952,-0.2094,0.6559
1275,1300,883635,883640,73,28,14,9247,111,143,1692,1,0,143,0.4634,0.416,0.2,0.0148,0.8929,0.3571,0.0,1.8633,1.3979,0.699,-0.8,-0.0104,0.2348
847,852,1689271,1689336,250,16,65,28818,106,125,1353,0,1,70,0.7406,0.2308,0.0769,0.0037,0.3125,1.0,1.0,2.3979,0.699,1.8129,0.9231,-0.0994,0.5378
39,195,2357383,2357532,8726,653,398,1001426,41,141,1402,0,1,40,0.0556,0.6246,0.9551,0.1113,0.2389,0.3744,0.0,3.9408,2.1931,2.1732,-0.0449,-0.1034,1.0
143,166,518468,518483,206,34,18,23642,101,127,1358,0,1,175,0.2106,0.4029,0.6522,0.0169,0.6765,0.8333,0.0,2.3139,1.3617,1.1761,-0.3478,-0.1034,0.5708
41,194,1711137,1711281,10913,634,359,1248379,25,141,1402,0,1,40,0.0585,0.5047,0.9412,0.1091,0.2413,0.4011,0.0,4.0379,2.1847,2.1584,-0.0588,-0.1063,1.0
128,189,2315086,2315172,2160,259,149,269308,116,135,1358,0,1,40,0.1885,0.5883,0.7093,0.0449,0.2355,0.5772,1.0,3.3345,1.7853,1.9345,0.2907,-0.0259,1.0
1173,1188,1072387,1072413,258,20,26,26729,77,122,1353,1,0,50,0.2439,0.3385,0.5769,0.0111,0.75,1.0,1.0,2.4116,1.1761,1.415,0.4231,-0.1906,0.6422
1117,1154,1194359,1194414,1055,69,56,110262,72,125,1687,1,0,80,0.6319,0.4816,0.6727,0.0219,0.5362,0.9821,1.0,3.0233,1.5682,1.7404,0.3273,-0.1835,1.0
39,222,855369,855569,18203,696,480,2155986,25,143,1398,0,1,40,0.0558,0.5027,0.915,0.1309,0.2629,0.4167,1.0,4.2601,2.2624,2.301,0.085,-0.0747,1.0
39,197,1913522,1913670,12834,570,356,1487763,37,141,1400,0,1,40,0.0557,0.4512,0.9367,0.1129,0.2772,0.4157,0.0,4.1084,2.1987,2.1703,-0.0633,-0.0944,1.0
1110,1118,2817680,2817695,77,11,15,8602,98,125,1692,1,0,70,0.6785,0.3583,0.5333,0.0047,0.7273,1.0,1.0,1.8865,0.9031,1.1761,0.4667,-0.1272,0.2288
1147,1162,41184,41201,194,16,17,19202,68,124,1373,0,1,40,0.3074,0.2392,0.8824,0.0109,0.9375,1.0,1.0,2.2878,1.1761,1.2305,0.1177,-0.2267,0.4219
41,218,2098521,2098591,6937,253,135,722716,39,127,1358,0,1,40,0.0604,0.4401,0.3955,0.1303,0.6996,0.5185,0.0,3.8412,2.248,1.8451,-0.6045,-0.1861,1.0
338,348,2032058,2032067,57,11,9,6135,89,127,1364,1,0,70,0.4956,0.3667,0.9,0.0073,0.9091,1.0,0.0,1.7559,1.0,0.9542,-0.1,-0.1591,0.1954
1324,1335,97132,97213,594,55,81,61608,93,125,1353,0,1,120,0.0266,0.3333,0.1358,0.0081,0.2,1.0,1.0,2.7738,1.0414,1.9085,0.8642,-0.1897,0.9806
236,249,64701,64720,175,13,19,18625,61,126,1373,0,1,40,0.3438,0.2915,0.6842,0.0095,1.0,1.0,1.0,2.243,1.1139,1.2787,0.3158,-0.1685,0.4089
1683,1690,1318359,1318378,98,12,19,5702,40,84,1692,1,0,70,0.0024,0.2632,0.3684,0.0041,0.5833,1.0,1.0,1.9912,0.8451,1.2787,0.6316,-0.5454,0.2445
23,32,1748216,1748249,170,28,33,16182,84,109,1333,0,1,40,0.0345,0.4276,0.2727,0.0068,0.3214,1.0,1.0,2.2304,0.9542,1.5185,0.7273,-0.2563,0.4913
39,185,420136,420189,5003,196,91,522331,49,126,1360,0,1,40,0.0573,0.3535,0.363,0.1073,0.7449,0.5824,0.0,3.6992,2.1644,1.7243,-0.637,-0.1843,1.0
1005,1012,53568,53593,83,16,27,14187,161,181,1353,0,1,200,0.5041,0.5257,0.28,0.0052,0.4375,0.9259,1.0,1.9191,0.8451,1.3979,0.72,0.3354,0.2998
1084,1097,185575,185588,108,16,17,21840,195,212,1387,0,1,40,0.4182,0.3609,1.0,0.0094,0.8125,0.7647,0.5,2.0334,1.1139,1.1139,0.0,0.5799,0.2914
39,194,643657,643725,6293,216,124,647587,47,124,1356,0,1,40,0.0575,0.4029,0.4387,0.1143,0.7176,0.5484,0.0,3.7989,2.1903,1.8325,-0.5613,-0.1961,1.0
145,174,386779,386794,292,40,22,37572,120,140,1360,0,1,40,0.2132,0.3287,0.5172,0.0213,0.725,0.6818,0.0,2.4654,1.4624,1.1761,-0.4828,0.0052,0.7079
547,588,2084580,2084619,860,57,44,95173,91,132,1708,1,0,100,0.6405,0.4622,0.9512,0.024,0.7193,0.8864,0.0,2.9345,1.6128,1.5911,-0.0488,-0.1354,0.9998
2,10,1798872,1798895,131,16,23,12909,81,117,1698,0,1,90,0.0024,0.288,0.3478,0.0047,0.5,1.0,1.0,2.1173,0.9031,1.3617,0.6522,-0.2301,0.3125
41,222,990300,990473,15896,756,469,1847464,22,143,1400,0,1,40,0.0586,0.4924,0.9558,0.1293,0.2394,0.3689,0.0,4.2013,2.2577,2.238,-0.0442,-0.092,1.0
877,888,1252347,1252357,72,13,10,8537,97,133,1650,1,0,70,0.9236,0.3455,0.9091,0.0067,0.8461,1.0,0.0,1.8573,1.0414,1.0,-0.0909,-0.0737,0.2173
492,506,169603,169617,110,21,16,20245,178,197,1387,0,1,40,0.7094,0.4388,1.0,0.0101,0.6667,0.875,0.5,2.0414,1.1461,1.1461,0.0,0.4379,0.33
52,174,281656,281703,3703,187,94,384266,37,126,1362,0,1,40,0.0764,0.3542,0.3853,0.0896,0.6524,0.5,0.0,3.5686,2.0864,1.6721,-0.6148,-0.1893,1.0
0,223,500276,500482,21987,1050,684,2638402,21,143,1398,0,1,40,0.0,0.5214,0.9238,0.1595,0.2124,0.3012,0.0,4.3422,2.3483,2.3139,-0.0762,-0.0625,1.0
1049,1059,764081,764092,70,12,11,7279,82,125,1687,1,0,100,0.7445,0.3636,0.9091,0.0059,0.8333,1.0,1.0,1.8451,1.0,1.0414,0.0909,-0.1876,0.2173
136,151,1294504,1294539,308,30,35,31689,79,124,1698,0,1,60,0.1602,0.4133,0.4286,0.0088,0.5,1.0,1.0,2.4885,1.1761,1.5441,0.5714,-0.1962,0.8153
621,633,2076516,2076679,969,124,163,103558,92,141,1364,0,1,100,0.9106,0.5046,0.0736,0.0088,0.0968,1.0,1.0,2.9863,1.0792,2.2122,0.9264,-0.1651,1.0
41,212,1935297,1935360,6493,293,135,676077,41,125,1358,0,1,40,0.0604,0.3973,0.3684,0.1259,0.5836,0.4667,0.0,3.8124,2.233,1.7993,-0.6316,-0.1865,1.0
434,446,2688956,2688969,119,16,13,13108,81,132,1658,1,0,100,0.5235,0.2372,0.9231,0.0072,0.75,1.0,1.0,2.0756,1.0792,1.1139,0.0769,-0.1394,0.2739
721,732,5169308,5169335,226,12,27,24102,84,133,1373,0,1,40,0.9337,0.2391,0.4074,0.008,0.9167,1.0,1.0,2.3541,1.0414,1.4314,0.5926,-0.1668,0.4913
